NML_ENT GBIF_Chr00005212,Hymenoptera,Chrysididae,Chrysidinae,Elampini,Holopyga,Holopyga,mlokosiewitzi,ignea,Linsenmaier 1968,Holotype,"Linsenmaier W. 1968. Revision der Familie Chrysididae (Hymenoptera). Zweiter Nachtrag. Mitteilungen der Schweizerischen Entomologischen Gesellschaft, Lausanne, Band 41, Heft 1,2,3 u 4: 1-144."
NML_ENT GBIF_Chr00005247,Hymenoptera,Chrysididae,Chrysidinae,Elampini,Holopyga,Holopyga,unitasculpta,,Linsenmaier 1968,Holotype,"Linsenmaier W. 1968. Revision der Familie Chrysididae (Hymenoptera). Zweiter Nachtrag. Mitteilungen der Schweizerischen Entomologischen Gesellschaft, Lausanne, Band 41, Heft 1,2,3 u 4: 1-144."
NML_ENT GBIF_Chr00005270,Hymenoptera,Chrysididae,Chrysidinae,Elampini,Holopyga,Holopyga,pulawskii,,Linsenmaier 1968,Holotype,"Linsenmaier W. 1968. Revision der Familie Chrysididae (Hymenoptera). Zweiter Nachtrag. Mitteilungen der Schweizerischen Entomologischen Gesellschaft, Lausanne, Band 41, Heft 1,2,3 u 4: 1-144."
NML_ENT GBIF_Chr00005309,Hymenoptera,Chrysididae,Chrysidinae,Elampini,Holopyga,Holopyga,fascialis,,Linsenmaier 1959a,Holotype,Linsenmaier W. 1959a. Revision der Familie Chrysididae (Hymenoptera) mit besonderer Berücksichtigung der europäischen Spezies 32(1): 1-232. 
NML_ENT GBIF_Chr00005337,Hymenoptera,Chrysididae,Chrysidinae,Elampini,Holopyga,Holopyga,biskrana,,Linsenmaier 1959a,Type,Linsenmaier W. 1959a. Revision der Familie Chrysididae (Hymenoptera) mit besonderer Berücksichtigung der europäischen Spezies 32(1): 1-232. 
NML_ENT GBIF_Chr00005366,Hymenoptera,Chrysididae,Chrysidinae,Elampini,Holopyga,Holopyga,vicissituda,,Linsenmaier 1994c,Holotype,"Linsenmaier W. 1994c. The Chrysididae (Insecta: Hymenoptera) of the Arabian Peninsula. Fauna of Saudi Arabia, vol. 14: 145-206."
NML_ENT GBIF_Chr00005378,Hymenoptera,Chrysididae,Chrysidinae,Elampini,Holopyga,Holopyga,arabica,,Linsenmaier 1994c,Holotype,"Linsenmaier W. 1994c. The Chrysididae (Insecta: Hymenoptera) of the Arabian Peninsula. Fauna of Saudi Arabia, vol. 14: 145-206."
NML_ENT GBIF_Chr00005410,Hymenoptera,Chrysididae,Chrysidinae,Elampini,Holopyga,Holopyga,densata,,Linsenmaier 1999,Holotype,"Linsenmaier W. 1999. Die Goldwespen Nordafrikas (Hymenoptera, Chrysididae). Entomofauna, Supplement 10: 281 pp."
NML_ENT GBIF_Chr00005411,Hymenoptera,Chrysididae,Chrysidinae,Elampini,Holopyga,Holopyga,assecula,,Linsenmaier 1999,Holotype,"Linsenmaier W. 1999. Die Goldwespen Nordafrikas (Hymenoptera, Chrysididae). Entomofauna, Supplement 10: 281 pp."
NML_ENT GBIF_Chr00005412,Hymenoptera,Chrysididae,Chrysidinae,Elampini,Holopyga,Holopyga,clancula,,Linsenmaier 1999,Holotype,"Linsenmaier W. 1999. Die Goldwespen Nordafrikas (Hymenoptera, Chrysididae). Entomofauna, Supplement 10: 281 pp."
